id,eventDate,number,prizeThirdNumber,prizeType,eventType,eventLetters,eventSerie,eventFolio
2013-03-22T,2013-03-22,37,3,T,Zodiaco,DDBC,1,15
2013-03-24F,2013-03-24,6469,6,F,Dominical,ACDD,4,9
2013-03-24S,2013-03-24,2817,1,S,Dominical,ACDD,4,9
2013-03-24T,2013-03-24,1396,9,T,Dominical,ACDD,4,9
2013-03-27F,2013-03-27,2095,9,F,Intermedio,DCCA,15,10
2013-03-27S,2013-03-27,7769,6,S,Intermedio,DCCA,15,10
2013-03-27T,2013-03-27,7851,5,T,Intermedio,DCCA,15,10
2013-04-01F,2013-04-01,1695,9,F,Dominical,BAAD,7,4
2013-04-01S,2013-04-01,9186,8,S,Dominical,BAAD,7,4
2013-04-01T,2013-04-01,3304,0,T,Dominical,BAAD,7,4
2013-04-04F,2013-04-04,3645,4,F,Intermedio,CBDD,10,8
2013-04-04S,2013-04-04,7151,5,S,Intermedio,CBDD,10,8
2013-04-04T,2013-04-04,2611,1,T,Intermedio,CBDD,10,8
2013-04-07F,2013-04-07,9367,6,F,Dominical,CDCA,10,15
2013-04-07S,2013-04-07,6051,5,S,Dominical,CDCA,10,15
2013-04-07T,2013-04-07,3622,2,T,Dominical,CDCA,10,15
2013-04-10F,2013-04-10,804,0,F,Intermedio,BDAD,14,8
2013-04-10S,2013-04-10,9685,8,S,Intermedio,BDAD,14,8
2013-04-10T,2013-04-10,4463,6,T,Intermedio,BDAD,14,8
2013-04-14F,2013-04-14,2318,1,F,Extraordinaria,ABCB,02,14
2013-04-14S,2013-04-14,41087,8,S,Extraordinaria,ABCB,02,14
2013-04-14T,2013-04-14,41380,8,T,Extraordinaria,ABCB,02,14
2013-04-17F,2013-04-17,37,3,F,Intermedio,DCBA,15,13
2013-04-17S,2013-04-17,0280,8,S,Intermedio,DCBA,15,13
2013-04-17T,2013-04-17,5065,6,T,Intermedio,DCBA,15,13
2013-04-21F,2013-04-21,666,6,F,Dominical,DCAD,14,2
2013-04-21S,2013-04-21,3145,4,S,Dominical,DCAD,14,2
2013-04-21T,2013-04-21,7977,7,T,Dominical,DCAD,14,2
2013-04-24F,2013-04-24,7850,5,F,Intermedio,DDCB,13,14
2013-04-24S,2013-04-24,1416,1,S,Intermedio,DDCB,13,14
2013-04-24T,2013-04-24,1157,5,T,Intermedio,DDCB,13,14
2013-04-26F,2013-04-26,4976,7,F,Zodiaco,DACD,5,19
2013-04-26S,2013-04-26,76,7,S,Zodiaco,DACD,5,19
2013-04-26T,2013-04-26,76,7,T,Zodiaco,DACD,5,19
2013-04-28F,2013-04-28,3440,4,F,Dominical,ACAD,8,14
2013-04-28S,2013-04-28,1761,6,S,Dominical,ACAD,8,14
2013-04-28T,2013-04-28,2756,5,T,Dominical,ACAD,8,14
2013-05-02F,2013-05-02,8465,6,F,Intermedio,CACC,6,1
2013-05-02S,2013-05-02,6122,2,S,Intermedio,CACC,6,1
2013-05-02T,2013-05-02,0927,2,T,Intermedio,CACC,6,1
2013-05-05F,2013-05-05,8569,6,F,Dominical,BCAD,2,3
2013-05-05S,2013-05-05,7359,5,S,Dominical,BCAD,2,3
2013-05-05T,2013-05-05,6960,6,T,Dominical,BCAD,2,3
2013-05-08F,2013-05-08,937,3,F,Intermedio,DACA,12,10
2013-05-08S,2013-05-08,5560,6,S,Intermedio,DACA,12,10
2013-05-08T,2013-05-08,2502,0,T,Intermedio,DACA,12,10
2013-05-12F,2013-05-12,4201,0,F,Dominical,BBAA,11,10
2013-05-12S,2013-05-12,3927,2,S,Dominical,BBAA,11,10
2013-05-12T,2013-05-12,6722,2,T,Dominical,BBAA,11,10
2013-05-15F,2013-05-15,4929,2,F,Intermedio,ADCB,9,11
2013-05-15S,2013-05-15,3547,4,S,Intermedio,ADCB,9,11
2013-05-15T,2013-05-15,5070,7,T,Intermedio,ADCB,9,11
2013-05-19F,2013-05-19,850,5,F,Dominical,BCCC,6,15
2013-05-19S,2013-05-19,5623,2,S,Dominical,BCCC,6,15
2013-05-19T,2013-05-19,4527,2,T,Dominical,BCCC,6,15
2013-05-22F,2013-05-22,7855,5,F,Intermedio,ABBB,11,10
2013-05-22S,2013-05-22,3221,2,S,Intermedio,ABBB,11,10
2013-05-22T,2013-05-22,1675,7,T,Intermedio,ABBB,11,10
2013-05-26F,2013-05-26,8430,3,F,Dominical,ABBA,3,3
2013-05-26S,2013-05-26,2494,9,S,Dominical,ABBA,3,3
2013-05-26T,2013-05-26,5383,8,T,Dominical,ABBA,3,3
2013-05-29F,2013-05-29,1023,2,F,Intermedio,ACCD,7,6
2013-05-29S,2013-05-29,1450,5,S,Intermedio,ACCD,7,6
2013-05-29T,2013-05-29,0554,5,T,Intermedio,ACCD,7,6
2013-05-31F,2013-05-31,832,3,F,Zodiaco,DAAC,3,24
2013-05-31S,2013-05-31,92,9,S,Zodiaco,DAAC,3,24
2013-05-31T,2013-05-31,97,9,T,Zodiaco,DAAC,3,24
2013-06-02F,2013-06-02,2968,6,F,Dominical,AABB,3,5
2013-06-02S,2013-06-02,7720,2,S,Dominical,AABB,3,5
2013-06-02T,2013-06-02,9877,7,T,Dominical,AABB,3,5
2013-06-05F,2013-06-05,5217,1,F,Intermedio,CDDB,1,12
2013-06-05S,2013-06-05,3146,4,S,Intermedio,CDDB,1,12
2013-06-05T,2013-06-05,8531,3,T,Intermedio,CDDB,1,12
2013-06-09F,2013-06-09,9173,7,F,Dominical,CCAA,1,9
2013-06-09S,2013-06-09,7773,7,S,Dominical,CCAA,1,9
2013-06-09T,2013-06-09,9189,8,T,Dominical,CCAA,1,9
2013-06-12F,2013-06-12,6557,5,F,Intermedio,BACC,15,10
2013-06-12S,2013-06-12,9685,8,S,Intermedio,BACC,15,10
2013-06-12T,2013-06-12,5102,0,T,Intermedio,BACC,15,10
2013-06-16F,2013-06-16,8104,0,F,Dominical,BADA,13,8
2013-06-16S,2013-06-16,2149,4,S,Dominical,BADA,13,8
2013-06-16T,2013-06-16,0940,4,T,Dominical,BADA,13,8
2013-06-19F,2013-06-19,1398,9,F,Intermedio,DCBB,12,9
2013-06-19S,2013-06-19,0602,0,S,Intermedio,DCBB,12,9
2013-06-19T,2013-06-19,9603,0,T,Intermedio,DCBB,12,9
2013-06-23F,2013-06-23,4497,9,F,Dominical,BDAD,11,1
2013-06-23S,2013-06-23,3171,7,S,Dominical,BDAD,11,1
2013-06-23T,2013-06-23,1597,9,T,Dominical,BDAD,11,1
2013-06-26F,2013-06-26,5004,0,F,Intermedio,BADD,2,9
2013-06-26S,2013-06-26,6489,8,S,Intermedio,BADD,2,9
2013-06-26T,2013-06-26,3600,0,T,Intermedio,BADD,2,9
2013-06-28F,2013-06-28,8396,9,F,Zodiaco,ACDC,4,18
2013-06-28S,2013-06-28,64,6,S,Zodiaco,ACDC,4,18
2013-06-28T,2013-06-28,15,1,T,Zodiaco,ACDC,4,18
2013-06-30F,2013-06-30,6373,7,F,Dominical,CDCB,6,7
2013-06-30S,2013-06-30,1038,3,S,Dominical,CDCB,6,7
2013-06-30T,2013-06-30,4161,6,T,Dominical,CDCB,6,7
2013-07-03F,2013-07-03,6722,2,F,Intermedio,BBCD,4,9
2013-07-03S,2013-07-03,6038,3,S,Intermedio,BBCD,4,9
2013-07-03T,2013-07-03,0891,9,T,Intermedio,BBCD,4,9
2013-07-07F,2013-07-07,9728,2,F,Dominical,BCDA,14,2
2013-07-07S,2013-07-07,5737,3,S,Dominical,BCDA,14,2
2013-07-07T,2013-07-07,7139,3,T,Dominical,BCDA,14,2
2013-07-10F,2013-07-10,588,8,F,Intermedio,ABCC,10,6
2013-07-10S,2013-07-10,4961,6,S,Intermedio,ABCC,10,6
2013-07-10T,2013-07-10,9108,0,T,Intermedio,ABCC,10,6
2013-07-14F,2013-07-14,5490,9,F,Dominical,DACB,16,11
2013-07-14S,2013-07-14,0732,3,S,Dominical,DACB,16,11
2013-07-14T,2013-07-14,3408,0,T,Dominical,DACB,16,11
2013-07-17F,2013-07-17,3917,1,F,Intermedio,CDCC,1,5
2013-07-17S,2013-07-17,6769,6,S,Intermedio,CDCC,1,5
2013-07-17T,2013-07-17,0342,4,T,Intermedio,CDCC,1,5
2013-07-21F,2013-07-21,2560,6,F,Dominical,DDAA,15,11
2013-07-21S,2013-07-21,5056,5,S,Dominical,DDAA,15,11
2013-07-21T,2013-07-21,2707,0,T,Dominical,DDAA,15,11
2013-07-24F,2013-07-24,4342,4,F,Intermedio,DBDC,7,2
2013-07-24S,2013-07-24,8959,5,S,Intermedio,DBDC,7,2
2013-07-24T,2013-07-24,0984,8,T,Intermedio,DBDC,7,2
2013-07-26F,2013-07-26,4287,8,F,Zodiaco,BCBC,4,14
2013-07-26S,2013-07-26,93,9,S,Zodiaco,BCBC,4,14
2013-07-26T,2013-07-26,56,5,T,Zodiaco,BCBC,4,14
2013-07-28F,2013-07-28,5639,3,F,Dominical,ABDB,15,15
2013-07-28S,2013-07-28,4039,3,S,Dominical,ABDB,15,15
2013-07-28T,2013-07-28,3552,5,T,Dominical,ABDB,15,15
2013-07-31F,2013-07-31,5091,9,F,Intermedio,ACCB,17,13
2013-07-31S,2013-07-31,6250,5,S,Intermedio,ACCB,17,13
2013-07-31T,2013-07-31,1829,2,T,Intermedio,ACCB,17,13
2013-08-04F,2013-08-04,4452,5,F,Dominical,BDCA,9,13
2013-08-04S,2013-08-04,2849,4,S,Dominical,BDCA,9,13
2013-08-04T,2013-08-04,4067,6,T,Dominical,BDCA,9,13
2013-08-07F,2013-08-07,6867,6,F,Intermedio,DDAD,10,11
2013-08-07S,2013-08-07,6806,0,S,Intermedio,DDAD,10,11
2013-08-07T,2013-08-07,7710,1,T,Intermedio,DDAD,10,11
2013-08-11F,2013-08-11,4678,7,F,Dominical,BCAA,12,9
2013-08-11S,2013-08-11,9574,7,S,Dominical,BCAA,12,9
2013-08-11T,2013-08-11,9656,5,T,Dominical,BCAA,12,9
2013-08-14F,2013-08-14,9621,2,F,Intermedio,BACD,5,12
2013-08-14S,2013-08-14,2178,7,S,Intermedio,BACD,5,12
2013-08-14T,2013-08-14,5374,7,T,Intermedio,BACD,5,12
2013-08-18F,2013-08-18,99173,7,F,Extraordinaria,DDDD,1,7
2013-08-18S,2013-08-18,24750,5,S,Extraordinaria,DDDD,1,7
2013-08-18T,2013-08-18,00357,5,T,Extraordinaria,DDDD,1,7
2013-08-21F,2013-08-21,7986,8,F,Intermedio,BABC,9,3
2013-08-21S,2013-08-21,8830,3,S,Intermedio,BABC,9,3
2013-08-21T,2013-08-21,4374,7,T,Intermedio,BABC,9,3
2013-08-25F,2013-08-25,7593,9,F,Dominical,DABD,11,1
2013-08-25S,2013-08-25,0706,0,S,Dominical,DABD,11,1
2013-08-25T,2013-08-25,0395,9,T,Dominical,DABD,11,1
2013-08-28F,2013-08-28,7937,3,F,Intermedio,CCAB,14,8
2013-08-28S,2013-08-28,8773,7,S,Intermedio,CCAB,14,8
2013-08-28T,2013-08-28,9177,7,T,Intermedio,CCAB,14,8
2013-08-30F,2013-08-30,7075,7,F,Zodiaco,CCAA,3,6
2013-08-30S,2013-08-30,42,4,S,Zodiaco,CCAA,3,6
2013-08-30T,2013-08-30,83,8,T,Zodiaco,CCAA,3,6
2013-09-01F,2013-09-01,677,7,F,Dominical,DDBC,4,13
2013-09-01S,2013-09-01,7260,6,S,Dominical,DDBC,4,13
2013-09-01T,2013-09-01,8783,8,T,Dominical,DDBC,4,13
2013-09-04F,2013-09-04,1580,8,F,Intermedio,DBCB,13,7
2013-09-04S,2013-09-04,0879,7,S,Intermedio,DBCB,13,7
2013-09-04T,2013-09-04,5778,7,T,Intermedio,DBCB,13,7
2013-09-08F,2013-09-08,8673,7,F,Dominical,CDCD,8,6
2013-09-08S,2013-09-08,9201,0,S,Dominical,CDCD,8,6
2013-09-08T,2013-09-08,9579,7,T,Dominical,CDCD,8,6
2013-09-11F,2013-09-11,8373,7,F,Intermedio,BADC,16,1
2013-09-11S,2013-09-11,4003,0,S,Intermedio,BADC,16,1
2013-09-11T,2013-09-11,5546,4,T,Intermedio,BADC,16,1
2013-09-15F,2013-09-15,5740,4,F,Dominical,BCAB,4,9
2013-09-15S,2013-09-15,5647,4,S,Dominical,BCAB,4,9
2013-09-15T,2013-09-15,2197,9,T,Dominical,BCAB,4,9
2013-09-18F,2013-09-18,6671,7,F,Intermedio,ABDB,7,5
2013-09-18S,2013-09-18,6616,1,S,Intermedio,ABDB,7,5
2013-09-18T,2013-09-18,2022,2,T,Intermedio,ABDB,7,5
2013-09-22F,2013-09-22,7341,4,F,Dominical,AAAD,21,13
2013-09-22S,2013-09-22,1701,0,S,Dominical,AAAD,21,13
2013-09-22T,2013-09-22,2779,7,T,Dominical,AAAD,21,13
2013-09-25F,2013-09-25,8587,8,F,Intermedio,DBDA,5,3
2013-09-25S,2013-09-25,3142,4,S,Intermedio,DBDA,5,3
2013-09-25T,2013-09-25,7725,2,T,Intermedio,DBDA,5,3
2013-09-27F,2013-09-27,8433,3,F,Zodiaco,BADC,2,25
2013-09-27S,2013-09-27,80,8,S,Zodiaco,BADC,2,25
2013-09-27T,2013-09-27,04,0,T,Zodiaco,BADC,2,25
2013-09-29F,2013-09-29,2215,1,F,Dominical,DACD,10,3
2013-09-29S,2013-09-29,0415,1,S,Dominical,DACD,10,3
2013-09-29T,2013-09-29,1828,2,T,Dominical,DACD,10,3
2013-10-02F,2013-10-02,2949,4,F,Intermedio,ACAB,16,6
2013-10-02S,2013-10-02,0069,6,S,Intermedio,ACAB,16,6
2013-10-02T,2013-10-02,1592,9,T,Intermedio,ACAB,16,6
2013-10-06F,2013-10-06,159,5,F,Dominical,DACD,21,11
2013-10-06S,2013-10-06,8644,4,S,Dominical,DACD,21,11
2013-10-06T,2013-10-06,6064,6,T,Dominical,DACD,21,11
2013-10-09F,2013-10-09,6714,1,F,Intermedio,DCDC,6,6
2013-10-09S,2013-10-09,4072,7,S,Intermedio,DCDC,6,6
2013-10-09T,2013-10-09,0138,3,T,Intermedio,DCDC,6,6
2013-10-13F,2013-10-13,1017,1,F,Dominical,DDCB,11,9
2013-10-13S,2013-10-13,5839,3,S,Dominical,DDCB,11,9
2013-10-13T,2013-10-13,9278,7,T,Dominical,DDCB,11,9
2013-10-16F,2013-10-16,2115,1,F,Intermedio,CCCA,16,1
2013-10-16S,2013-10-16,6663,6,S,Intermedio,CCCA,16,1
2013-10-16T,2013-10-16,7474,7,T,Intermedio,CCCA,16,1
2013-10-20F,2013-10-20,8608,0,F,Dominical,ABAA,13,10
2013-10-20S,2013-10-20,9004,0,S,Dominical,ABAA,13,10
2013-10-20T,2013-10-20,2307,0,T,Dominical,ABAA,13,10
2013-10-23F,2013-10-23,9179,7,F,Intermedio,DCCB,11,2
2013-10-23S,2013-10-23,6328,2,S,Intermedio,DCCB,11,2
2013-10-23T,2013-10-23,7699,9,T,Intermedio,DCCB,11,2
2013-10-25F,2013-10-25,433,3,F,Zodiaco,CDAB,9,21
2013-10-25S,2013-10-25,56,5,S,Zodiaco,CDAB,9,21
2013-10-25T,2013-10-25,41,4,T,Zodiaco,CDAB,9,21
2013-10-27F,2013-10-27,3917,1,F,Dominical,ADAD,15,1
2013-10-27S,2013-10-27,8883,8,S,Dominical,ADAD,15,1
2013-10-27T,2013-10-27,7408,0,T,Dominical,ADAD,15,1
2013-10-30F,2013-10-30,5913,1,F,Intermedio,CAAC,2,1
2013-10-30S,2013-10-30,6065,6,S,Intermedio,CAAC,2,1
2013-10-30T,2013-10-30,7324,2,T,Intermedio,CAAC,2,1
2013-11-02F,2013-11-02,2816,1,F,Dominical,BACD,9,4
2013-11-02S,2013-11-02,4993,9,S,Dominical,BACD,9,4
2013-11-02T,2013-11-02,2764,6,T,Dominical,BACD,9,4
2013-11-07F,2013-11-07,6757,5,F,Intermedio,DCCB,2,10
2013-11-07S,2013-11-07,5045,4,S,Intermedio,DCCB,2,10
2013-11-07T,2013-11-07,1679,7,T,Intermedio,DCCB,2,10
2013-11-11F,2013-11-11,1633,3,F,Dominical,BDDD,15,2
2013-11-11S,2013-11-11,1854,5,S,Dominical,BDDD,15,2
2013-11-11T,2013-11-11,2513,1,T,Dominical,BDDD,15,2
2013-11-14F,2013-11-14,3627,2,F,Intermedio,CCAD,15,12
2013-11-14S,2013-11-14,5224,2,S,Intermedio,CCAD,15,12
2013-11-14T,2013-11-14,4079,7,T,Intermedio,CCAD,15,12
2013-11-17F,2013-11-17,9969,6,F,Dominical,BAAA,21,13
2013-11-17S,2013-11-17,9312,1,S,Dominical,BAAA,21,13
2013-11-17T,2013-11-17,7224,2,T,Dominical,BAAA,21,13
2013-11-20F,2013-11-20,2143,4,F,Intermedio,DDCC,14,14
2013-11-20S,2013-11-20,0811,1,S,Intermedio,DDCC,14,14
2013-11-20T,2013-11-20,3569,6,T,Intermedio,DDCC,14,14
2013-11-24F,2013-11-24,151,5,F,Dominical,DADB,4,12
2013-11-24S,2013-11-24,3569,6,S,Dominical,DADB,4,12
2013-11-24T,2013-11-24,7927,2,T,Dominical,DADB,4,12
2013-11-27F,2013-11-27,4667,6,F,Intermedio,AACD,1,12
2013-11-27S,2013-11-27,2399,9,S,Intermedio,AACD,1,12
2013-11-27T,2013-11-27,5680,8,T,Intermedio,AACD,1,12
2013-11-29F,2013-11-29,5944,4,F,Zodiaco,BCDC,3,1
2013-11-29S,2013-11-29,98,9,S,Zodiaco,BCDC,3,1
2013-11-29T,2013-11-29,43,4,T,Zodiaco,BCDC,3,1
2013-12-01F,2013-12-01,5508,0,F,Dominical,CDCA,22,2
2013-12-01S,2013-12-01,9808,0,S,Dominical,CDCA,22,2
2013-12-01T,2013-12-01,9761,6,T,Dominical,CDCA,22,2
2013-12-04F,2013-12-04,1626,2,F,Intermedio,DDBD,2,7
2013-12-04S,2013-12-04,8470,7,S,Intermedio,DDBD,2,7
2013-12-04T,2013-12-04,1468,6,T,Intermedio,DDBD,2,7
2013-12-07F,2013-12-07,9703,0,F,Dominical,DADD,16,3
2013-12-07S,2013-12-07,6527,2,S,Dominical,DADD,16,3
2013-12-07T,2013-12-07,2507,0,T,Dominical,DADD,16,3
2013-12-11F,2013-12-11,9179,7,F,Intermedio,DCAD,1,11
2013-12-11S,2013-12-11,5598,9,S,Intermedio,DCAD,1,11
2013-12-11T,2013-12-11,1524,2,T,Intermedio,DCAD,1,11
2013-12-15F,2013-12-15,21037,3,F,Extraordinaria,DBDB,2,20
2013-12-15S,2013-12-15,94389,8,S,Extraordinaria,DBDB,2,20
2013-12-15T,2013-12-15,73452,5,T,Extraordinaria,DBDB,2,20
2013-12-18F,2013-12-18,6700,0,F,Intermedio,ACCB,10,7
2013-12-18S,2013-12-18,2072,7,S,Intermedio,ACCB,10,7
2013-12-18T,2013-12-18,7365,6,T,Intermedio,ACCB,10,7
2013-12-20F,2013-12-20,3169,6,F,Zodiaco,DDCA,5,2
2013-12-20S,2013-12-20,80,8,S,Zodiaco,DDCA,5,2
2013-12-20T,2013-12-20,54,5,T,Zodiaco,DDCA,5,2
2013-12-22F,2013-12-22,224,2,F,Dominical,ACCB,11,13
2013-12-22S,2013-12-22,8589,8,S,Dominical,ACCB,11,13
2013-12-22T,2013-12-22,0823,2,T,Dominical,ACCB,11,13
2013-12-26F,2013-12-26,8130,3,F,Intermedio,DBCB,14,8
2013-12-26S,2013-12-26,0300,0,S,Intermedio,DBCB,14,8
2013-12-26T,2013-12-26,3053,5,T,Intermedio,DBCB,14,8
2013-12-29F,2013-12-29,5525,2,F,Dominical,BCBC,15,15
2013-12-29S,2013-12-29,6025,2,S,Dominical,BCBC,15,15
2013-12-29T,2013-12-29,9634,3,T,Dominical,BCBC,15,15
2014-01-02F,2014-01-02,2468,6,F,Intermedio,DBDD,4,7
2014-01-02S,2014-01-02,9258,5,S,Intermedio,DBDD,4,7
2014-01-02T,2014-01-02,8504,0,T,Intermedio,DBDD,4,7
2014-01-05F,2014-01-05,8338,3,F,Dominical,BCAA,11,11
2014-01-05S,2014-01-05,9073,7,S,Dominical,BCAA,11,11
2014-01-05T,2014-01-05,6621,2,T,Dominical,BCAA,11,11
2014-01-08F,2014-01-08,2930,3,F,Intermedio,DDCD,1,2
2014-01-08S,2014-01-08,5674,7,S,Intermedio,DDCD,1,2
2014-01-08T,2014-01-08,3752,5,T,Intermedio,DDCD,1,2
2014-01-12F,2014-01-12,1756,5,F,Dominical,ABCA,4,5
2014-01-12S,2014-01-12,5094,9,S,Dominical,ABCA,4,5
2014-01-12T,2014-01-12,9163,6,T,Dominical,ABCA,4,5
2014-01-15F,2014-01-15,7936,3,F,Intermedio,BBAA,11,2
2014-01-15S,2014-01-15,3233,3,S,Intermedio,BBAA,11,2
2014-01-15T,2014-01-15,6078,7,T,Intermedio,BBAA,11,2
2014-01-19F,2014-01-19,461,6,F,Dominical,CDBD,18,15
2014-01-19S,2014-01-19,0758,5,S,Dominical,CDBD,18,15
2014-01-19T,2014-01-19,3698,9,T,Dominical,CDBD,18,15
2014-01-22F,2014-01-22,6769,6,F,Intermedio,BDBD,12,4
2014-01-22S,2014-01-22,0621,2,S,Intermedio,BDBD,12,4
2014-01-22T,2014-01-22,1665,6,T,Intermedio,BDBD,12,4
2014-01-26F,2014-01-26,5849,4,F,Dominical,DBAC,10,13
2014-01-26S,2014-01-26,7260,6,S,Dominical,DBAC,10,13
2014-01-26T,2014-01-26,2605,0,T,Dominical,DBAC,10,13
2014-01-29F,2014-01-29,6443,4,F,Intermedio,DCDD,2,6
2014-01-29S,2014-01-29,9078,7,S,Intermedio,DCDD,2,6
2014-01-29T,2014-01-29,4743,4,T,Intermedio,DCDD,2,6
2014-01-31F,2014-01-31,3926,2,F,Zodiaco,CADC,4,6
2014-01-31S,2014-01-31,38,3,S,Zodiaco,CADC,4,6
2014-01-31T,2014-01-31,93,9,T,Zodiaco,CADC,4,6
2014-02-02F,2014-02-02,3229,2,F,Dominical,CCCA,16,6
2014-02-02S,2014-02-02,7041,4,S,Dominical,CCCA,16,6
2014-02-02T,2014-02-02,3676,7,T,Dominical,CCCA,16,6
2014-02-05F,2014-02-05,6259,5,F,Intermedio,AABB,10,15
2014-02-05S,2014-02-05,2439,3,S,Intermedio,AABB,10,15
2014-02-05T,2014-02-05,6144,4,T,Intermedio,AABB,10,15
2014-02-09F,2014-02-09,6153,5,F,Dominical,CABC,12,12
2014-02-09S,2014-02-09,2755,5,S,Dominical,CABC,12,12
2014-02-09T,2014-02-09,4257,5,T,Dominical,CABC,12,12
2014-02-12F,2014-02-12,5237,3,F,Intermedio,ABDD,18,1
2014-02-12S,2014-02-12,4993,9,S,Intermedio,ABDD,18,1
2014-02-12T,2014-02-12,8509,0,T,Intermedio,ABDD,18,1
2014-02-14F,2014-02-14,6592,9,F,Zodiaco,ACBC,6,21
2014-02-14S,2014-02-14,36,3,S,Zodiaco,ACBC,6,21
2014-02-14T,2014-02-14,15,1,T,Zodiaco,ACBC,6,21
2014-02-16F,2014-02-16,5380,8,F,Dominical,CCDC,18,14
2014-02-16S,2014-02-16,0816,1,S,Dominical,CCDC,18,14
2014-02-16T,2014-02-16,1348,4,T,Dominical,CCDC,18,14
2014-02-19F,2014-02-19,454,5,F,Intermedio,DDBB,8,7
2014-02-19S,2014-02-19,4688,8,S,Intermedio,DDBB,8,7
2014-02-19T,2014-02-19,7511,1,T,Intermedio,DDBB,8,7
2014-02-23F,2014-02-23,8462,6,F,Dominical,DBAA,22,15
2014-02-23S,2014-02-23,7976,7,S,Dominical,DBAA,22,15
2014-02-23T,2014-02-23,6588,8,T,Dominical,DBAA,22,15
2014-02-26F,2014-02-26,4543,4,F,Intermedio,CADB,4,11
2014-02-26S,2014-02-26,4340,4,S,Intermedio,CADB,4,11
2014-02-26T,2014-02-26,1914,1,T,Intermedio,CADB,4,11
2014-03-01F,2014-03-01,4346,4,F,Dominical,AADC,12,11
2014-03-01S,2014-03-01,2998,9,S,Dominical,AADC,12,11
2014-03-01T,2014-03-01,1446,4,T,Dominical,AADC,12,11
2014-03-06F,2014-03-06,897,9,F,Intermedio,CAAD,1,1
2014-03-06S,2014-03-06,5716,1,S,Intermedio,CAAD,1,1
2014-03-06T,2014-03-06,2405,0,T,Intermedio,CAAD,1,1
2014-03-09F,2014-03-09,4509,0,F,Dominical,ACDD,4,10
2014-03-09S,2014-03-09,2056,5,S,Dominical,ACDD,4,10
2014-03-09T,2014-03-09,5124,2,T,Dominical,ACDD,4,10
2014-03-12F,2014-03-12,9005,0,F,Intermedio,DBCD,13,12
2014-03-12S,2014-03-12,3317,1,S,Intermedio,DBCD,13,12
2014-03-12T,2014-03-12,4630,3,T,Intermedio,DBCD,13,12
2014-03-16F,2014-03-16,1931,3,F,Dominical,DDBC,3,9
2014-03-16S,2014-03-16,3182,8,S,Dominical,DDBC,3,9
2014-03-16T,2014-03-16,9133,3,T,Dominical,DDBC,3,9
2014-03-19F,2014-03-19,7821,2,F,Intermedio,BDBB,11,1
2014-03-19S,2014-03-19,1387,8,S,Intermedio,BDBB,11,1
2014-03-19T,2014-03-19,3325,2,T,Intermedio,BDBB,11,1
2014-03-23F,2014-03-23,8157,5,F,Dominical,BCAB,21,2
2014-03-23S,2014-03-23,9889,8,S,Dominical,BCAB,21,2
2014-03-23T,2014-03-23,6143,4,T,Dominical,BCAB,21,2
2014-03-26F,2014-03-26,6200,0,F,Intermedio,BABD,17,8
2014-03-26S,2014-03-26,1252,5,S,Intermedio,BABD,17,8
2014-03-26T,2014-03-26,1100,0,T,Intermedio,BABD,17,8
2014-03-28F,2014-03-28,1441,4,F,Zodiaco,DAAA,1,24
2014-03-28S,2014-03-28,88,8,S,Zodiaco,DAAA,1,24
2014-03-28T,2014-03-28,51,5,T,Zodiaco,DAAA,1,24
2014-03-30F,2014-03-30,612,1,F,Dominical,DABD,20,11
2014-03-30S,2014-03-30,2330,3,S,Dominical,DABD,20,11
2014-03-30T,2014-03-30,7214,1,T,Dominical,DABD,20,11
2014-04-02F,2014-04-02,5657,5,F,Intermedio,CABB,15,2
2014-04-02S,2014-04-02,6896,9,S,Intermedio,CABB,15,2
2014-04-02T,2014-04-02,5345,4,T,Intermedio,CABB,15,2
2014-04-06F,2014-04-06,4267,6,F,Dominical,ADBD,23,9
2014-04-06S,2014-04-06,6324,2,S,Dominical,ADBD,23,9
2014-04-06T,2014-04-06,8836,3,T,Dominical,ADBD,23,9
2014-04-09F,2014-04-09,4029,2,F,Intermedio,BCCC,4,7
2014-04-09S,2014-04-09,5165,6,S,Intermedio,BCCC,4,7
2014-04-09T,2014-04-09,4285,8,T,Intermedio,BCCC,4,7
2014-04-13F,2014-04-13,7943,4,F,Extraordinaria,BABC,1,2
2014-04-13S,2014-04-13,98948,4,S,Extraordinaria,BABC,1,2
2014-04-13T,2014-04-13,86524,2,T,Extraordinaria,BABC,1,2
2014-04-16F,2014-04-16,2488,8,F,Intermedio,CBDD,17,5
2014-04-16S,2014-04-16,7335,3,S,Intermedio,CBDD,17,5
2014-04-16T,2014-04-16,9945,4,T,Intermedio,CBDD,17,5
2014-04-20F,2014-04-20,6760,6,F,Dominical,ABBC,5,10
2014-04-20S,2014-04-20,5615,1,S,Dominical,ABBC,5,10
2014-04-20T,2014-04-20,2243,4,T,Dominical,ABBC,5,10
2014-04-24F,2014-04-24,3643,4,F,Intermedio,CBCB,15,3
2014-04-24S,2014-04-24,0317,1,S,Intermedio,CBCB,15,3
2014-04-24T,2014-04-24,6009,0,T,Intermedio,CBCB,15,3
2014-04-27F,2014-04-27,8351,5,F,Dominical,AABC,17,13
2014-04-27S,2014-04-27,3783,8,S,Dominical,AABC,17,13
2014-04-27T,2014-04-27,2901,0,T,Dominical,AABC,17,13
2014-04-30F,2014-04-30,5963,6,F,Intermedio,BCAB,4,12
